gene,chromosome,start,end,band,length,type
TMPRSS4,chr11,117947753,117992605,11q,44852,protein-coding
TRAV12-1,chr14,22309422,22309956,14q,534,other
CSTL1,chr20,23420322,23425567,20p,5245,protein-coding
SLC35D1,chr1,67465015,67519782,1p,54767,protein-coding
ENPP7P9,chr4,3968761,3969387,4p,626,pseudogene
FAM207A,chr21,46359925,46396904,21q,36979,NA
NPR1,chr1,153651113,153666468,1q,15355,protein-coding
TSR2,chrX,54466834,54471920,Xp,5086,protein-coding
PLA2G12B,chr10,74694928,74714536,10q,19608,protein-coding
SCEL,chr13,78109809,78219398,13q,109589,protein-coding
RPL21P129,chr19,7815570,7816047,19p,477,pseudogene
PSMA6P2,chrX,12843959,12844952,Xp,993,pseudogene
CST11,chr20,23431040,23433494,20p,2454,protein-coding
SPATA31A7,chr9,65503363,65509610,9q,6247,protein-coding
MRPL35P4,chrX,12862984,12863549,Xp,565,pseudogene
CLEC4GP1,chr19,7852435,7855507,19p,3072,pseudogene
TLR8-AS1,chrX,12920936,12926452,Xp,5516,ncRNA
EXOSC3P2,chr19,7878501,7879311,19p,810,pseudogene
OGDH,chr7,44646171,44748665,7p,102494,protein-coding
KBTBD11,chr8,1922044,1955102,8p,33058,protein-coding
RNA5SP463,chr19,7951862,7951981,19p,119,pseudogene
KLRC4,chr12,10559983,10562356,12p,2373,protein-coding
MEGF6,chr1,3406484,3528059,1p,121575,protein-coding
RN7SL115P,chr19,7967148,7967416,19p,268,NA
SCXA,chr8,145490549,145492470,8q,1921,NA
C4orf48,chr4,2043689,2045697,4p,2008,NA
CST8,chr20,23471738,23476655,20p,4917,protein-coding
CTTNBP2,chr7,117350705,117514193,7q,163488,protein-coding
CENPI,chrX,100353178,100418670,Xq,65492,protein-coding
HLA-G,chr6,29794744,29798902,6p,4158,protein-coding
ZNF605,chr12,133498019,133532892,12q,34873,protein-coding
FAM27E3,chr9,67784944,67786624,9q,1680,ncRNA
FAM227A,chr22,38974125,39052634,22q,78509,protein-coding
CST9L,chr20,23545369,23549386,20p,4017,protein-coding
FAM27B,chr9,67792938,67794111,9q,1173,ncRNA
C15orf43,chr15,45248900,45271427,15q,22527,NA
GPATCH11,chr2,37311594,37326387,2p,14793,protein-coding
CST9,chr20,23583047,23586513,20p,3466,protein-coding
FGD1,chrX,54471887,54522599,Xp,50712,protein-coding
C1orf141,chr1,67557848,67697536,1p,139688,NA
CLUAP1,chr16,3550924,3589048,16p,38124,protein-coding
ALDH16A1,chr19,49956426,49974305,19q,17879,protein-coding
ANKRD20A1,chr9,67926761,67969840,9q,43079,protein-coding
CST3,chr20,23608534,23619110,20p,10576,protein-coding
MYOM2,chr8,1993155,2113475,8p,120320,protein-coding
HSF1,chr8,145515280,145538385,8q,23105,protein-coding
OR4D12P,chr4,4128386,4129296,4p,910,NA
UNC93B4,chr4,4145185,4152148,4p,6963,pseudogene
RNF10,chr12,120971283,121015397,12q,44114,protein-coding
OR7E99P,chr4,4158249,4159170,4p,921,pseudogene
SORD,chr15,45315302,45369383,15q,54081,protein-coding
OR7E43P,chr4,4176046,4176965,4p,919,pseudogene
TBC1D5,chr3,17198654,18486309,3p,1287655,protein-coding
STX18-IT1,chr4,4477848,4483427,4p,5579,ncRNA
CST4,chr20,23666277,23669677,20p,3400,protein-coding
ZNF821,chr16,71893583,71929239,16q,35656,protein-coding
CAMSAP1,chr9,138700333,138799074,9q,98741,protein-coding
RPS7P15,chr4,4508805,4509504,4p,699,pseudogene
RGS22,chr8,100973164,101143496,8q,170332,protein-coding
RAD51B,chr14,68286496,69196935,14q,910439,protein-coding
NSUN7,chr4,40751914,40812002,4p,60088,protein-coding
CCL28,chr5,43376747,43412493,5p,35746,protein-coding
GJD3,chr17,38517235,38520067,17q,2832,protein-coding
STX18-AS1,chr4,4543858,4712665,4p,168807,ncRNA
CBY1,chr22,39052641,39069859,22q,17218,protein-coding
NAT8L,chr4,2061239,2070816,4p,9577,protein-coding
CST1,chr20,23728190,23731905,20p,3715,protein-coding
NEU2,chr2,233897382,233899767,2q,2385,protein-coding
FOXD4L6,chr9,69199480,69202204,9q,2724,protein-coding
CALM2,chr2,47387221,47403740,2p,16519,protein-coding
LDHAP1,chr4,4895909,4896900,4p,991,pseudogene
P4HA1,chr10,74766975,74856732,10q,89757,protein-coding
CST2,chr20,23804406,23807368,20p,2962,protein-coding
RN7SKP113,chr4,4922497,4922791,4p,294,pseudogene
MOSPD3,chr7,100209725,100213007,7q,3282,protein-coding
RN7SKP275,chr4,5460308,5460608,4p,300,pseudogene
MIR378D1,chr4,5925002,5925055,4p,53,NA
CST5,chr20,23856572,23860387,20p,3815,protein-coding
TOP2A,chr17,38544768,38574202,17q,29434,protein-coding
PLSCR1,chr3,146232967,146262651,3q,29684,protein-coding
MKS1,chr17,56282803,56296966,17q,14163,protein-coding
TOMM22,chr22,39077953,39080818,22q,2865,protein-coding
SLC3A2,chr11,62623518,62656352,11q,32834,protein-coding
ADARB1,chr21,46493768,46646478,21q,152710,protein-coding
IL23R,chr1,67632083,67725662,1p,93579,protein-coding
GGTLC1,chr20,23965690,23969416,20p,3726,protein-coding
DHCR7,chr11,71139239,71163914,11q,24675,protein-coding
POLN,chr4,2073645,2243848,4p,170203,protein-coding
GXYLT2,chr3,72937224,73047289,3p,110065,protein-coding
SYNDIG1,chr20,24449835,24647252,20p,197417,protein-coding
CCDC108,chr2,219867568,219906249,2q,38681,NA
EIF4BP2,chr10,21317928,21319721,10p,1793,pseudogene
JOSD1,chr22,39081548,39097561,22q,16013,protein-coding
DUOX2,chr15,45384848,45406542,15q,21694,protein-coding
NPM1P30,chr10,21399611,21402317,10p,2706,pseudogene
DRP2,chrX,100474758,100519486,Xq,44728,protein-coding
DYNC1H1,chr14,102430865,102517129,14q,86264,protein-coding
GPX1P1,chrX,13396854,13397459,Xp,605,pseudogene
FLT3LG,chr19,49977464,49989488,19q,12024,protein-coding
SLAIN1,chr13,78272023,78338377,13q,66354,protein-coding
WAS,chrX,48534985,48549818,Xp,14833,protein-coding
PLA2R1,chr2,160788519,160919121,2q,130602,protein-coding
RPL30P15,chrX,13592865,13593185,Xp,320,pseudogene
NEBL-AS1,chr10,21462943,21463977,10p,1034,ncRNA
RN7SKP20,chrX,13614355,13614667,Xp,312,pseudogene
SCN1B,chr19,35521588,35531352,19q,9764,protein-coding
UBAC1,chr9,138824815,138853226,9q,28411,protein-coding
MAP3K6,chr1,27681675,27693383,1p,11708,protein-coding
LUZP4P1,chr10,21536681,21537024,10p,343,pseudogene
KDM3B,chr5,137688285,137772717,5q,84432,protein-coding
RNU6-15P,chr10,21610890,21610996,10p,106,pseudogene
TRAV8-2,chr14,22314719,22315403,14q,684,other
TRAV8-3,chr14,22320735,22321183,14q,448,other
RNMTL1P1,chr10,21682962,21683521,10p,559,NA
TRAV13-1,chr14,22337020,22337546,14q,526,other
MIR1915,chr10,21785491,21785570,10p,79,NA
NPM1P9,chrX,14852598,14853441,Xp,843,pseudogene
ADPGK,chr15,73043710,73078187,15q,34477,protein-coding
RNU6-306P,chr10,21853400,21853506,10p,106,pseudogene
TRAV12-2,chr14,22356037,22356682,14q,645,other
TPT1P14,chrX,14996081,14996585,Xp,504,pseudogene
PPP4R2,chr3,73045936,73118350,3p,72414,protein-coding
WNT5B,chr12,1639057,1756409,12p,117352,protein-coding
TRAV8-4,chr14,22362613,22363210,14q,597,other
SDPR,chr2,192699028,192711981,2q,12953,NA
OR13H1,chrX,130677950,130679030,Xq,1080,protein-coding
INPP5D,chr2,233924677,234116549,2q,191872,protein-coding
ZNF26,chr12,133562951,133589154,12q,26203,protein-coding
CA5BP1,chrX,15693055,15721847,Xp,28792,pseudogene
HNRNPRP1,chr10,21913521,21915215,10p,1694,pseudogene
GTPBP1,chr22,39101728,39134304,22q,32576,protein-coding
RNU6-1141P,chr10,21950564,21950670,10p,106,pseudogene
RN7SKP219,chr10,22074221,22074516,10p,295,pseudogene
NLRC3,chr16,3589033,3627401,16p,38368,protein-coding
RN7SKP37,chr10,22222072,22222367,10p,295,pseudogene
ADIPOR1P1,chr10,22451921,22454723,10p,2802,pseudogene
ADAM17,chr2,9628615,9695921,2p,67306,protein-coding
TPRG1L,chr1,3541566,3546691,1p,5125,protein-coding
RNU5F-7P,chrX,15934312,15934426,Xp,114,pseudogene
CBWD6,chr9,69204538,69269662,9q,65124,NA
SETP15,chrX,15935671,15936754,Xp,1083,pseudogene
RTP3,chr3,46538981,46542439,3p,3458,protein-coding
DHODH,chr16,72042487,72058954,16q,16467,protein-coding
TRIP13,chr5,892758,919472,5p,26714,protein-coding
DBX1,chr11,20177701,20182159,11p,4458,protein-coding
NACC2,chr9,138898383,138987131,9q,88748,protein-coding
DNAH1,chr3,52350335,52434507,3p,84172,protein-coding
MYO7B,chr2,128293378,128395304,2q,101926,protein-coding
CST7,chr20,24929866,24940564,20p,10698,protein-coding
TMEFF2,chr2,192813769,193060435,2q,246666,protein-coding
RN7SKP292,chr4,6998739,6999055,4p,316,pseudogene
LRRC2,chr3,46556913,46621589,3p,64676,protein-coding
GNL3L,chrX,54556644,54587504,Xp,30860,protein-coding
TMEM155,chr4,122680088,122686582,4q,6494,NA
DUOXA2,chr15,45406519,45410619,15q,4100,protein-coding
RN7SKP36,chr4,7113815,7114126,4p,311,pseudogene
MIR4798,chr4,7312177,7312251,4p,74,NA
RSPH10B2,chr7,6793740,6838996,7p,45256,protein-coding
USMG5,chr10,105148798,105156223,10q,7425,NA
MIR4274,chr4,7461755,7461845,4p,90,NA
AFAP1-AS1,chr4,7755817,7780655,4p,24838,ncRNA
EIF2AK2,chr2,37326353,37384208,2p,57855,protein-coding
MIR95,chr4,8007028,8007108,4p,80,NA
CAPG,chr2,85621871,85645555,2p,23684,protein-coding
C9orf69,chr9,139006427,139010731,9q,4304,NA
GMPSP1,chr4,8176148,8176726,4p,578,pseudogene
EDNRB,chr13,78469616,78493903,13q,24287,protein-coding
HTATIP2,chr11,20385231,20405329,11p,20098,protein-coding
WRAP73,chr1,3547331,3569325,1p,21994,protein-coding
APMAP,chr20,24943561,24973615,20p,30054,protein-coding
RNA5SP152,chr4,8394742,8394851,4p,109,pseudogene
SMARCA4,chr19,11071598,11176071,19p,104473,protein-coding
FCN3,chr1,27695603,27701315,1p,5712,protein-coding
LHX3,chr9,139088096,139096955,9q,8859,protein-coding
RPL6P30,chrX,16216551,16217412,Xp,861,pseudogene
TFR2,chr7,100218039,100240402,7q,22363,protein-coding
HPN,chr19,35531410,35557475,19q,26065,protein-coding
RAB11B-AS1,chr19,8439257,8455569,19p,16312,ncRNA
FBXL14,chr12,1675159,1703331,12p,28172,protein-coding
RN7SL658P,chrX,16557262,16557562,Xp,300,pseudogene
MIR548AM,chrX,16645135,16645208,Xp,73,NA
UNC93B8,chr4,8961354,8965707,4p,4353,pseudogene
RNU7-56P,chrX,16785967,16786028,Xp,61,pseudogene
MIR4999,chr19,8454174,8454264,19p,90,NA
RIPK1,chr6,3064225,3115421,6p,51196,protein-coding
TMEM200C,chr18,5882071,5895954,18p,13883,protein-coding
DYTN,chr2,207516345,207583120,2q,66775,protein-coding
IL12RB2,chr1,67773047,67862583,1p,89536,protein-coding
KIF5A,chr12,57943781,57980415,12q,36634,protein-coding
ADIPOR2,chr12,1797740,1897844,12p,100104,protein-coding
RPL23AP78,chr19,8839097,8839566,19p,469,pseudogene
INTS3,chr1,153700543,153746555,1q,46012,protein-coding
MYH1,chr17,10395624,10421860,17p,26236,protein-coding
CD164L2,chr1,27705666,27709870,1p,4204,protein-coding
PDCD11,chr10,105156405,105206049,10q,49644,protein-coding
QSOX2,chr9,139098179,139137687,9q,39508,protein-coding
OR1M4P,chr19,9193788,9194074,19p,286,pseudogene
TCEB1P29,chr19,9293045,9293724,19p,679,NA
OR7E16P,chr19,9301962,9302846,19p,884,pseudogene
OR7E25P,chr19,9314984,9315893,19p,909,pseudogene
SLX4,chr16,3631182,3661599,16p,30417,protein-coding
OR7D1P,chr19,9345820,9346812,19p,992,pseudogene
DGAT1,chr8,145539954,145550573,8q,10619,protein-coding
OR7E18P,chr19,9371691,9372392,19p,701,pseudogene
OR7E19P,chr19,9376066,9377015,19p,949,pseudogene
SCN4B,chr11,118004092,118023603,11q,19511,protein-coding
ANXA8L2,chr10,47746936,47763041,10q,16105,NA
OR7H1P,chr19,9389124,9390045,19p,921,pseudogene
DUOXA1,chr15,45409569,45422136,15q,12567,protein-coding
TDGF1,chr3,46616045,46668033,3p,51988,protein-coding
RNU6-413P,chr10,23076322,23076428,10p,106,pseudogene
RNA5SP304,chr10,23286184,23286287,10p,103,pseudogene
POU4F1,chr13,79172497,79177673,13q,5176,protein-coding
CDC42BPA,chr1,227177566,227506175,1q,328609,protein-coding
YWHAZP3,chr10,23425852,23426590,10p,738,pseudogene
RPS4XP22,chr19,9793970,9794749,19p,779,pseudogene
L3MBTL4,chr18,5954705,6415236,18p,460531,protein-coding
MDH1B,chr2,207602487,207630271,2q,27784,protein-coding
HNRNPD,chr4,83273651,83295656,4q,22005,protein-coding
TRAV13-2,chr14,22386363,22386931,14q,568,other
BIN3,chr8,22477931,22526661,8p,48730,protein-coding
TRAF3IP2,chr6,111877657,111927481,6q,49824,protein-coding
TXNL4B,chr16,72078188,72128330,16q,50142,protein-coding
RPL13A,chr19,49990811,49995565,19q,4754,protein-coding
MIR1254-2,chr10,23682334,23682396,10p,62,NA
RNF219,chr13,79188426,79233314,13q,44888,NA
TRAV14DV4,chr14,22392239,22392827,14q,588,other
TRAV9-2,chr14,22409313,22409848,14q,535,other
GPSM1,chr9,139221932,139254057,9q,32125,protein-coding
GPR3,chr1,27719148,27722318,1p,3170,protein-coding
UBE2L4,chr19,9885173,9885636,19p,463,pseudogene
TRAV12-3,chr14,22433680,22434290,14q,610,other
TRAV8-6,chr14,22446699,22447360,14q,661,other
ZNF84,chr12,133613878,133639885,12q,26007,protein-coding
TRAV16,chr14,22458735,22459177,14q,442,other
TRAV17,chr14,22465778,22466407,14q,629,other
RN7SL94P,chr19,9935953,9936217,19p,264,NA
BECN1,chr17,40962152,40985367,17q,23215,protein-coding
TRAV18,chr14,22471345,22471912,14q,567,other
TRAV19,chr14,22475751,22476420,14q,669,other
TRAV20,chr14,22508840,22509399,14q,559,other
SUN2,chr22,39130730,39190148,22q,59418,protein-coding
SNX24,chr5,122179134,122365049,5q,185915,protein-coding
TRAV21,chr14,22520773,22521315,14q,542,other
WASF2,chr1,27730730,27816669,1p,85939,protein-coding
TRAV22,chr14,22538820,22539471,14q,651,other
C3P1,chr19,10148479,10184811,19p,36332,pseudogene
SMAGP,chr12,51638342,51664674,12q,26332,protein-coding
TRAV23DV6,chr14,22554684,22555238,14q,554,other
DNASE1,chr16,3661729,3730144,16p,68415,protein-coding
TRDV1,chr14,22564309,22564896,14q,587,other
TRAV24,chr14,22573620,22574123,14q,503,other
TRAV25,chr14,22580300,22580984,14q,684,other
APBB2,chr4,40812044,41218731,4p,406687,protein-coding
LPO,chr17,56295909,56345879,17q,49970,protein-coding
TRAV26-1,chr14,22591276,22592243,14q,967,other
TRAV8-7,chr14,22600515,22600996,14q,481,pseudogene
TRAV27,chr14,22615949,22616587,14q,638,other
TRAV29DV5,chr14,22631134,22631766,14q,632,other
ENPP7P10,chr4,9080749,9143334,4p,62585,pseudogene
NADSYN1,chr11,71164155,71235153,11q,70998,protein-coding
TRAV30,chr14,22636325,22636884,14q,559,other
MIR5589,chr19,10149030,10149089,19p,59,NA
INCA1,chr17,4891425,4900905,17p,9480,protein-coding
FAM86KP,chr4,9155022,9167177,4p,12155,pseudogene
TRAV26-2,chr14,22670477,22671262,14q,785,other
SNORD105,chr19,10218327,10218411,19p,84,snoRNA
DNLZ,chr9,139253932,139258241,9q,4309,protein-coding
SNORD105B,chr19,10220433,10220511,19p,78,snoRNA
TRAV34,chr14,22675418,22676025,14q,607,other
C5orf28,chr5,43444354,43483995,5p,39641,NA
TRAV35,chr14,22689792,22690371,14q,579,other
RNU4-6P,chrX,16893269,16893390,Xp,121,pseudogene
GALR1,chr18,74962505,74980858,18q,18353,protein-coding
MIR4322,chr19,10341089,10341161,19p,72,NA
ALG1L14P,chr4,9168023,9171996,4p,3973,pseudogene
TRAV36DV7,chr14,22694641,22695149,14q,508,other
SERBP1,chr1,67873493,67896098,1p,22605,protein-coding
TRAV38-1,chr14,22739851,22740446,14q,595,other
USP17L14P,chr4,9231367,9232959,4p,1592,pseudogene
CBX1P2,chrX,17117905,17118362,Xp,457,pseudogene
USP17L16P,chr4,9240856,9242448,4p,1592,pseudogene
TRAV38-2DV8,chr14,22748988,22749631,14q,643,other
USP17L9P,chr4,9360109,9361701,4p,1592,pseudogene
CBX1P4,chrX,17300760,17301216,Xp,456,pseudogene
CHRM1,chr11,62676151,62689279,11q,13128,protein-coding
C18orf64,chr18,6511415,6590652,18p,79237,NA
USP17L6P,chr4,9369600,9370796,4p,1196,pseudogene
TRAV39,chr14,22771939,22772438,14q,499,other
MIR4768,chrX,17444004,17444077,Xp,73,NA
FGD6,chr12,95470525,95611258,12q,140733,protein-coding
TRAV40,chr14,22782922,22783351,14q,429,other
NHS-AS1,chrX,17570470,17575508,Xp,5038,ncRNA
RNA5SP153,chr4,9412904,9412979,4p,75,pseudogene
NEO1,chr15,73344051,73597547,15q,253496,protein-coding
RBM26,chr13,79885962,79980612,13q,94650,protein-coding
TRAV41,chr14,22788620,22789123,14q,503,other
NKD2,chr5,1008944,1039058,5p,30114,protein-coding
OR7E86P,chr4,9460981,9461970,4p,989,pseudogene
TRDV2,chr14,22891362,22892033,14q,671,other
MIR603,chr10,24564614,24564710,10p,96,NA
OR7E84P,chr4,9470746,9471694,4p,948,pseudogene
MIR1181,chr19,10514134,10514214,19p,80,NA
RNA5SP305,chr10,24929095,24929213,10p,118,pseudogene
SCN2B,chr11,118032666,118047388,11q,14722,protein-coding
TRDD1,chr14,22907539,22907546,14q,7,other
SALL3,chr18,76740275,76762677,18q,22402,protein-coding
OR7E85P,chr4,9485365,9486349,4p,984,pseudogene
TRDD2,chr14,22907999,22908007,14q,8,other
UNC93B7,chr4,9495380,9499710,4p,4330,pseudogene
TRDD3,chr14,22918105,22918117,14q,12,other
BLMH,chr17,28575218,28619074,17q,43856,protein-coding
TRDJ1,chr14,22919081,22919131,14q,50,other
RN7SKP241,chr10,25197451,25197741,10p,290,pseudogene
OR7E83P,chr4,9514554,9515523,4p,969,pseudogene
ANKRD20A4,chr9,69381812,69425560,9q,43748,NA
TRDJ4,chr14,22924241,22924288,14q,47,other
C5orf34,chr5,43486803,43515247,5p,28444,NA
ABCD2,chr12,39943835,40013553,12q,69718,protein-coding
TRDJ2,chr14,22925681,22925734,14q,53,other
MIR548I2,chr4,9557789,9557937,4p,148,NA
CARD9,chr9,139256355,139268133,9q,11778,protein-coding
TRDJ3,chr14,22928090,22928148,14q,58,other
GPR158-AS1,chr10,25447001,25465205,10p,18204,ncRNA
TRDC,chr14,22931924,22934779,14q,2855,other
RN7SKP220,chr10,25682486,25682773,10p,287,pseudogene
ENPP7P11,chr4,9678932,9679558,4p,626,pseudogene
GPN3P1,chr10,25936499,25937033,10p,534,pseudogene
FAM86MP,chr4,9694119,9704578,4p,10459,pseudogene
HIRAP1,chr10,25980466,25981252,10p,786,pseudogene
RNA5SP306,chr10,26102740,26102846,10p,106,pseudogene
GOLGB1,chr3,121382046,121468602,3q,86556,protein-coding
RNU6-632P,chr10,26108292,26108355,10p,63,pseudogene
EBLN2,chr3,73110810,73112488,3p,1678,protein-coding
ALG1L3P,chr4,9705374,9712436,4p,7062,pseudogene
RNA5SP307,chr10,26798518,26798633,10p,115,pseudogene
KLRC3,chr12,10564911,10573194,12p,8283,protein-coding
LINC00264,chr10,26878794,26883253,10p,4459,NA
OR7E35P,chr4,9756522,9757402,4p,880,pseudogene
SLC22A6,chr11,62703857,62752455,11q,48598,protein-coding
RNA5SP154,chr4,9794375,9794485,4p,110,pseudogene
HAUS3,chr4,2229191,2243891,4p,14700,protein-coding
FRMD7,chrX,131211021,131262048,Xq,51027,protein-coding
HP,chr16,72088491,72094954,16q,6463,protein-coding
PRMT3,chr11,20409076,20530840,11p,121764,protein-coding
FOXD4L5,chr9,70175707,70178815,9q,3108,protein-coding
FCHO2,chr5,72251808,72386349,5q,134541,protein-coding
FOXD4L4,chr9,70426623,70429731,9q,3108,protein-coding
ARHGAP28,chr18,6729717,6915715,18p,185998,protein-coding
BPHL,chr6,3118608,3153812,6p,35204,protein-coding
KLRC2,chr12,10579453,10594899,12p,15446,protein-coding
SATB1,chr3,18386879,18487080,3p,100201,protein-coding
AMICA1,chr11,118064455,118095809,11q,31354,NA
ITIH6,chrX,54775332,54824673,Xp,49341,protein-coding
SLC39A10,chr2,196440701,196602426,2q,161725,protein-coding
EXOSC9,chr4,122722472,122738176,4q,15704,protein-coding
PDZRN3,chr3,73431584,73674091,3p,242507,protein-coding
SNAPC4,chr9,139270029,139293249,9q,23220,protein-coding
IGFBP4,chr17,38599702,38613983,17q,14281,protein-coding
DNAL4,chr22,39174513,39190203,22q,15690,protein-coding
FBXO43,chr8,101145588,101158028,8q,12440,protein-coding
KNTC1,chr12,123011793,123110943,12q,99150,protein-coding
ABLIM3,chr5,148521046,148640105,5q,119059,protein-coding
MXD4,chr4,2249159,2264021,4p,14862,protein-coding
DHTKD1,chr10,12110971,12165224,10p,54253,protein-coding
YWHAQ,chr2,9724101,9771143,2p,47042,protein-coding
AHSP,chr16,31539185,31540124,16p,939,protein-coding
GADD45A,chr1,68150744,68154021,1p,3277,protein-coding
NPTXR,chr22,39214457,39239987,22q,25530,protein-coding
POLR2K,chr8,101162812,101166230,8q,3418,protein-coding
ATP9B,chr18,76829285,77138283,18q,308998,protein-coding
NDFIP2,chr13,80055287,80130210,13q,74923,protein-coding
KLRC1,chr12,10594863,10607284,12p,12421,protein-coding
TNS4,chr17,38632080,38657849,17q,25769,protein-coding
CSMD1,chr8,2792875,4852494,8p,2059619,protein-coding
RNU7-140P,chr19,10661709,10661768,19p,59,pseudogene
CBX6,chr22,39257455,39268319,22q,10864,protein-coding
MIR1238,chr19,10662798,10662880,19p,82,NA
GNG12,chr1,68167149,68299150,1p,132001,protein-coding
RAP2C,chrX,131337053,131353471,Xq,16418,protein-coding
ILF3-AS1,chr19,10762538,10764520,19p,1982,NA
MIR638,chr19,10829080,10829179,19p,99,NA
TRAP1,chr16,3701640,3767598,16p,65958,protein-coding
MIR4748,chr19,10890930,10891011,19p,81,NA
MIR199A1,chr19,10928102,10928172,19p,70,NA
MYH2,chr17,10424465,10453274,17p,28809,protein-coding
RN7SL192P,chr19,11122384,11122680,19p,296,pseudogene
ZNF720,chr16,31724550,31806190,16p,81640,NA
DIRAS3,chr1,68511645,68517314,1p,5669,protein-coding
RN7SL298P,chr19,11344419,11344674,19p,255,NA
ZNF678,chr1,227751244,227865144,1q,113900,protein-coding
LINC00202-2,chr10,26932098,26942383,10p,10285,NA
ACSS1,chr20,24986868,25039616,20p,52748,protein-coding
RPS11,chr19,49999622,50002946,19q,3324,protein-coding
NUDT13,chr10,74870217,74891586,10q,21369,protein-coding
SDCCAG3,chr9,139296377,139305061,9q,8684,NA
HLA-A,chr6,29909037,29913661,6p,4624,protein-coding
APOBEC3A,chr22,39348746,39359188,22q,10442,protein-coding
RN7SL669P,chr19,11578091,11578412,19p,321,NA
RN7SL833P,chr19,11626864,11627150,19p,286,pseudogene
TRDV3,chr14,22938033,22938690,14q,657,other
TRAJ61,chr14,22944306,22944365,14q,59,other
PPIC,chr5,122358945,122372436,5q,13491,protein-coding
TRAJ59,chr14,22945543,22945596,14q,53,other
AHDC1,chr1,27860546,27930942,1p,70396,protein-coding
PLSCR5,chr3,146294342,146324003,3q,29661,protein-coding
SPRY2,chr13,80910111,80915086,13q,4975,protein-coding
SPAG1,chr8,101170134,101271506,8q,101372,protein-coding
ZFP36L1,chr14,69254377,69263190,14q,8813,protein-coding
MAGED2,chrX,54834032,54842445,Xp,8413,protein-coding
UBE2V2,chr8,48920960,48977268,8q,56308,protein-coding
FASTKD2,chr2,207630081,207657233,2q,27152,protein-coding
C12orf40,chr12,40019969,40302102,12q,282133,NA
ZNF833P,chr19,11750591,11797382,19p,46791,pseudogene
SLITRK1,chr13,84451344,84456528,13q,5184,protein-coding
POFUT2,chr21,46683843,46707813,21q,23970,protein-coding
HSPA8P3,chr10,27003551,27004761,10p,1210,pseudogene
SULT6B1,chr2,37394963,37423741,2p,28778,protein-coding
RNU6-946P,chr10,27079469,27079575,10p,106,pseudogene
SNAP47,chr1,227916240,227968927,1q,52687,protein-coding
SLITRK6,chr13,86366925,86373623,13q,6698,protein-coding
HNRNPA1P10,chr19,11776884,11777845,19p,961,pseudogene
ASCL1,chr12,103351464,103354294,12q,2830,protein-coding
LINC00202-1,chr10,27220135,27230930,10p,10795,NA
APOBEC3B,chr22,39378352,39388809,22q,10457,protein-coding
SLC27A3,chr1,153746830,153752633,1q,5803,protein-coding
CCZ1B,chr7,6833765,6866401,7p,32636,protein-coding
SLC6A5,chr11,20620946,20680831,11p,59885,protein-coding
LINC00614,chr10,27232252,27233347,10p,1095,ncRNA
ITGB6,chr2,160956177,161128399,2q,172222,protein-coding
ZNF267,chr16,31885079,31928668,16p,43589,protein-coding
TMEM243,chr7,86825478,86849903,7q,24425,protein-coding
SLITRK5,chr13,88324870,88331871,13q,7001,protein-coding
TMSB10P2,chrX,18359336,18359466,Xp,130,pseudogene
TP73,chr1,3569084,3652765,1p,83681,protein-coding
PRDM6,chr5,122424816,122529960,5q,105144,protein-coding
GJA6P,chrX,18553199,18554240,Xp,1041,pseudogene
GPC5,chr13,92050929,93519490,13q,1468561,protein-coding
PPEF1-AS1,chrX,18706762,18709723,Xp,2961,ncRNA
PIP4K2C,chr12,57984957,57997198,12q,12241,protein-coding
HAUS1P2,chrX,18883889,18884672,Xp,783,pseudogene
PHKA2-AS1,chrX,18908414,18912615,Xp,4201,ncRNA
IGHV3OR16-9,chr16,32077386,32077679,16p,293,other
RN7SL48P,chrX,18933365,18933653,Xp,288,pseudogene
CACNA2D4,chr12,1901123,2028002,12p,126879,protein-coding
APOBEC3C,chr22,39410088,39416357,22q,6269,protein-coding
MIR23C,chrX,20035206,20035305,Xp,99,NA
KIF1C,chr17,4901243,4931696,17p,30453,protein-coding
JMJD4,chr1,227918126,227923112,1q,4986,protein-coding
FGR,chr1,27938575,27961788,1p,23213,protein-coding
EIF1AX-AS1,chrX,20158086,20158562,Xp,476,ncRNA
RN7SKP183,chrX,20470226,20470549,Xp,323,pseudogene
RNU6-133P,chrX,21232755,21232861,Xp,106,pseudogene
TP53TG3D,chr16,32264040,32267240,16p,3200,protein-coding
RARRES2P3,chrX,21439940,21440412,Xp,472,pseudogene
GPC6,chr13,93879095,95059655,13q,1180560,protein-coding
RNU6-490P,chr10,27377250,27377356,10p,106,pseudogene
RNU2-24P,chr10,27482287,27482429,10p,142,pseudogene
RNU7-12P,chr10,27521184,27521245,10p,61,pseudogene
ATG16L1,chr2,234118697,234204320,2q,85623,protein-coding
VSX1,chr20,25051521,25062996,20p,11475,protein-coding
WLS,chr1,68564142,68698803,1p,134661,protein-coding
RN7SL436P,chrX,22072271,22072551,Xp,280,NA
CSHL1,chr17,61986957,61996198,17q,9241,protein-coding
PHEX-AS1,chrX,22180850,22191100,Xp,10250,ncRNA
LRRC37A6P,chr10,27535279,27548384,10p,13105,pseudogene
APOBEC3D,chr22,39410368,39429281,22q,18913,protein-coding
REEP2,chr5,137774706,137782658,5q,7952,protein-coding
METTL15P3,chrX,22453715,22454935,Xp,1220,pseudogene
SH2D6,chr2,85645844,85664152,2p,18308,protein-coding
RNU6-266P,chrX,22545952,22546058,Xp,106,pseudogene
